"STATECODE","STATE","QUARTER","TAX_THOUSAND","INCREASING_YN"
"NH","New Hampshire",56,457000,1
"NH","New Hampshire",57,725000,1
"NH","New Hampshire",58,501000,0
"NH","New Hampshire",59,400000,0
"NH","New Hampshire",60,460000,1
"NH","New Hampshire",61,847000,1
"NH","New Hampshire",62,514000,0
"NH","New Hampshire",63,403000,0
"NH","New Hampshire",64,499000,1
"NH","New Hampshire",65,839000,1
"NH","New Hampshire",66,538000,0
"NH","New Hampshire",67,410000,0
"NH","New Hampshire",68,379000,0
"NH","New Hampshire",69,818000,1
"NH","New Hampshire",70,485000,0
"NH","New Hampshire",71,416000,0
"NH","New Hampshire",72,401000,0
"NH","New Hampshire",73,811000,1
"NH","New Hampshire",74,532000,0
"NH","New Hampshire",75,463000,0
"NH","New Hampshire",76,406000,0
"NH","New Hampshire",77,825000,1
"NH","New Hampshire",78,623000,0
"NH","New Hampshire",79,412000,0
"NH","New Hampshire",80,414000,1
"NH","New Hampshire",81,811000,1
"NH","New Hampshire",82,539000,0
"NH","New Hampshire",83,441000,0
"NH","New Hampshire",84,477000,1
"NH","New Hampshire",85,826000,1
"NH","New Hampshire",86,584000,0
"NH","New Hampshire",87,472000,0
"NH","New Hampshire",88,387000,0
"NH","New Hampshire",89,811000,1
"NH","New Hampshire",90,573000,0
"NH","New Hampshire",91,484000,0
"NH","New Hampshire",92,443000,0
"NH","New Hampshire",93,901000,1
"NH","New Hampshire",94,645000,0
"NH","New Hampshire",95,497000,0
"NH","New Hampshire",96,486000,0
"NH","New Hampshire",97,964000,1
"NH","New Hampshire",98,656000,0
"NH","New Hampshire",99,522000,0
"NH","New Hampshire",100,481000,0
"NH","New Hampshire",101,913000,1
"NH","New Hampshire",102,556000,0
"NH","New Hampshire",103,530000,0
"NH","New Hampshire",104,517000,0
"NH","New Hampshire",105,959000,1
"NH","New Hampshire",106,760000,0
"NH","New Hampshire",107,583000,0
"NH","New Hampshire",108,607000,1
"NH","New Hampshire",109,957000,1
"NH","New Hampshire",110,758000,0
"NH","New Hampshire",111,547000,0
"NH","New Hampshire",112,639000,1
"NH","New Hampshire",113,978000,1
"NH","New Hampshire",114,608000,0
"NH","New Hampshire",115,625000,1
"NH","New Hampshire",116,569000,0
"NH","New Hampshire",117,1042000,1
"NH","New Hampshire",118,910000,0
"NH","New Hampshire",119,699000,0
"NJ","New Jersey",9,3357000,
"NJ","New Jersey",10,4666000,1
"NJ","New Jersey",11,2953000,0
"NJ","New Jersey",12,3339000,1
"NJ","New Jersey",13,2953000,0
"NJ","New Jersey",14,4300000,1
"NJ","New Jersey",15,2948000,0
"NJ","New Jersey",16,3228000,1
"NJ","New Jersey",17,2759000,0
"NJ","New Jersey",18,5388000,1
"NJ","New Jersey",19,2980000,0
"NJ","New Jersey",20,3253000,1
"NJ","New Jersey",21,2973000,0
"NJ","New Jersey",22,5197000,1
"NJ","New Jersey",23,3054000,0
"NJ","New Jersey",24,3434000,1
"NJ","New Jersey",25,3551000,1
"NJ","New Jersey",26,5550000,1
"NJ","New Jersey",27,3394000,0
"NJ","New Jersey",28,3880000,1
"NJ","New Jersey",29,3832000,0
"NJ","New Jersey",30,5536000,1
"NJ","New Jersey",31,3551000,0
"NJ","New Jersey",32,4227000,1
"NJ","New Jersey",33,4030000,0
"NJ","New Jersey",34,6289000,1
"NJ","New Jersey",35,3923000,0
"NJ","New Jersey",36,4502000,1
"NJ","New Jersey",37,4522000,1
"NJ","New Jersey",38,6297000,1
"NJ","New Jersey",39,4112000,0
"NJ","New Jersey",40,4161000,1
"NJ","New Jersey",41,4258000,1
"NJ","New Jersey",42,5829000,1
"NJ","New Jersey",43,4142000,0
"NJ","New Jersey",44,4696000,1
"NJ","New Jersey",45,4340000,0
"NJ","New Jersey",46,6756000,1
"NJ","New Jersey",47,4326000,0
"NJ","New Jersey",48,5046000,1
"NJ","New Jersey",49,4825000,0
"NJ","New Jersey",50,7135000,1
"NJ","New Jersey",51,4799000,0
"NJ","New Jersey",52,5458000,1
"NJ","New Jersey",53,5303000,0
"NJ","New Jersey",54,8719000,1
"NJ","New Jersey",55,5416000,0
"NJ","New Jersey",56,5865000,1
"NJ","New Jersey",57,5897000,1
"NJ","New Jersey",58,9460000,1
"NJ","New Jersey",59,5562000,0
"NJ","New Jersey",60,6500000,1
"NJ","New Jersey",61,6780000,1
"NJ","New Jersey",62,10644000,1
"NJ","New Jersey",63,6075000,0
"NJ","New Jersey",64,6945000,1
"NJ","New Jersey",65,6557000,0
"NJ","New Jersey",66,11039000,1
"NJ","New Jersey",67,6087000,0
"NJ","New Jersey",68,6257000,1
"NJ","New Jersey",69,5520000,0
"NJ","New Jersey",70,9210000,1
"NJ","New Jersey",71,5501000,0
"NJ","New Jersey",72,5812000,1
"NJ","New Jersey",73,5594000,0
"NJ","New Jersey",74,8995000,1
"NJ","New Jersey",75,5481000,0
"NJ","New Jersey",76,6285000,1
"NJ","New Jersey",77,6047000,0
"NJ","New Jersey",78,9370000,1
"NJ","New Jersey",79,4575000,0
"NJ","New Jersey",80,6206000,1
"NJ","New Jersey",81,6433000,1
"NJ","New Jersey",82,10242000,1
"NJ","New Jersey",83,4676000,0
"NJ","New Jersey",84,6116000,1
"NJ","New Jersey",85,7050000,1
"NJ","New Jersey",86,11235000,1
"NJ","New Jersey",87,4930000,0
"NJ","New Jersey",88,6466000,1
"NJ","New Jersey",89,7278000,1
"NJ","New Jersey",90,10892000,1
"NJ","New Jersey",91,5277000,0
"NJ","New Jersey",92,6988000,1
"NJ","New Jersey",93,7457000,1
"NJ","New Jersey",94,11845000,1
"NJ","New Jersey",95,5491000,0
"NJ","New Jersey",96,7089000,1
"NJ","New Jersey",97,7410000,1
"NJ","New Jersey",98,11581000,1
"NJ","New Jersey",99,5507000,0
"NJ","New Jersey",100,7306000,1
"NJ","New Jersey",101,7845000,1
"NJ","New Jersey",102,12219000,1
"NJ","New Jersey",103,5791000,0
"NJ","New Jersey",104,8019000,1
"NJ","New Jersey",105,8112000,1
"NJ","New Jersey",106,13605000,1
"NJ","New Jersey",107,6360000,0
"NJ","New Jersey",108,7803000,1
"NJ","New Jersey",109,8870000,1
"NJ","New Jersey",110,15024000,1
"NJ","New Jersey",111,6812000,0
"NJ","New Jersey",112,8305000,1
"NJ","New Jersey",113,9199000,1
"NJ","New Jersey",114,13611000,1
"NJ","New Jersey",115,6145000,0
"NJ","New Jersey",116,9719000,1
"NJ","New Jersey",117,10341000,1
"NJ","New Jersey",118,17720000,1
"NJ","New Jersey",119,7987000,0
"NM","New Mexico",9,606000,
"NM","New Mexico",10,597000,0
"NM","New Mexico",11,709000,1
"NM","New Mexico",12,535000,0
"NM","New Mexico",13,606000,1
"NM","New Mexico",14,597000,0
"NM","New Mexico",15,880000,1
"NM","New Mexico",16,667000,0
"NM","New Mexico",17,757000,1
"NM","New Mexico",18,736000,0
"NM","New Mexico",19,709000,0
"NM","New Mexico",20,667000,0
"NM","New Mexico",21,757000,1
"NM","New Mexico",22,736000,0
"NM","New Mexico",23,996000,1
"NM","New Mexico",24,783000,0
"NM","New Mexico",25,881000,1
"NM","New Mexico",26,915000,1
"NM","New Mexico",27,996000,1
"NM","New Mexico",28,783000,0
"NM","New Mexico",29,881000,1
"NM","New Mexico",30,915000,1
"NM","New Mexico",31,871000,0
"NM","New Mexico",32,904000,1
"NM","New Mexico",33,832000,0
"NM","New Mexico",34,1066000,1
"NM","New Mexico",35,1013000,0
"NM","New Mexico",36,1007000,0
"NM","New Mexico",37,1129000,1
"NM","New Mexico",38,1028000,0
"NM","New Mexico",39,876000,0
"NM","New Mexico",40,892000,1
"NM","New Mexico",41,967000,1
"NM","New Mexico",42,894000,0
"NM","New Mexico",43,1080000,1
"NM","New Mexico",44,888000,0
"NM","New Mexico",45,909000,1
"NM","New Mexico",46,979000,1
"NM","New Mexico",47,1221000,1
"NM","New Mexico",48,987000,0
"NM","New Mexico",49,981000,0
"NM","New Mexico",50,1106000,1
"NM","New Mexico",51,1273000,1
"NM","New Mexico",52,1132000,0
"NM","New Mexico",53,1157000,1
"NM","New Mexico",54,1222000,1
"NM","New Mexico",55,1199000,0
"NM","New Mexico",56,920000,0
"NM","New Mexico",57,1570000,1
"NM","New Mexico",58,1393000,0
"NM","New Mexico",59,1158000,0
"NM","New Mexico",60,1230000,1
"NM","New Mexico",61,1202000,0
"NM","New Mexico",62,1472000,1
"NM","New Mexico",63,1210000,0
"NM","New Mexico",64,1267000,1
"NM","New Mexico",65,1138000,0
"NM","New Mexico",66,1562000,1
"NM","New Mexico",67,1185000,0
"NM","New Mexico",68,1267000,1
"NM","New Mexico",69,1181000,0
"NM","New Mexico",70,1081000,0
"NM","New Mexico",71,1120000,1
"NM","New Mexico",72,1128000,1
"NM","New Mexico",73,1055000,0
"NM","New Mexico",74,1319000,1
"NM","New Mexico",75,1091000,0
"NM","New Mexico",76,1314000,1
"NM","New Mexico",77,1206000,0
"NM","New Mexico",78,1465000,1
"NM","New Mexico",79,1304000,0
"NM","New Mexico",80,1378000,1
"NM","New Mexico",81,1297000,0
"NM","New Mexico",82,1547000,1
"NM","New Mexico",83,1269000,0
"NM","New Mexico",84,1367000,1
"NM","New Mexico",85,1326000,0
"NM","New Mexico",86,1494000,1
"NM","New Mexico",87,1363000,0
"NM","New Mexico",88,1510000,1
"NM","New Mexico",89,1311000,0
"NM","New Mexico",90,1627000,1
"NM","New Mexico",91,1552000,0
"NM","New Mexico",92,1554000,1
"NM","New Mexico",93,1361000,0
"NM","New Mexico",94,1637000,1
"NM","New Mexico",95,1282000,0
"NM","New Mexico",96,1380000,1
"NM","New Mexico",97,1276000,0
"NM","New Mexico",98,1321000,1
"NM","New Mexico",99,1363000,1
"NM","New Mexico",100,1422000,1
"NM","New Mexico",101,1187000,0
"NM","New Mexico",102,1326000,1
"NM","New Mexico",103,1507000,1
"NM","New Mexico",104,1566000,1
"NM","New Mexico",105,1181000,0
"NM","New Mexico",106,1847000,1
"NM","New Mexico",107,1737000,0
"NM","New Mexico",108,1810000,1
"NM","New Mexico",109,1858000,1
"NM","New Mexico",110,2172000,1
"NM","New Mexico",111,1881000,0
"NM","New Mexico",112,1903000,1
"NM","New Mexico",113,1749000,0
"NM","New Mexico",114,1798000,1
"NM","New Mexico",115,1722000,0
"NM","New Mexico",116,1977000,1
"NM","New Mexico",117,1810000,0
"NM","New Mexico",118,2288000,1
"NM","New Mexico",119,1566000,0
"NY","New York",9,7824000,
"NY","New York",10,9399000,1
"NY","New York",11,8126000,0
"NY","New York",12,7962000,0
"NY","New York",13,7812000,0
"NY","New York",14,8406000,1
"NY","New York",15,8356000,0
"NY","New York",16,8127000,0
"NY","New York",17,9121000,1
"NY","New York",18,8548000,0
"NY","New York",19,8684000,1
"NY","New York",20,8399000,0
"NY","New York",21,9428000,1
"NY","New York",22,8755000,0
"NY","New York",23,8656000,0
"NY","New York",24,8734000,1
"NY","New York",25,9998000,1
"NY","New York",26,9837000,0
"NY","New York",27,9193000,0
"NY","New York",28,9175000,0
"NY","New York",29,10482000,1
"NY","New York",30,10286000,0
"NY","New York",31,9562000,0
"NY","New York",32,10008000,1
"NY","New York",33,11763000,1
"NY","New York",34,11531000,0
"NY","New York",35,10337000,0
"NY","New York",36,10207000,0
"NY","New York",37,12753000,1
"NY","New York",38,12355000,0
"NY","New York",39,9514000,0
"NY","New York",40,10358000,1
"NY","New York",41,11141000,1
"NY","New York",42,10054000,0
"NY","New York",43,9881000,0
"NY","New York",44,9467000,0
"NY","New York",45,11049000,1
"NY","New York",46,9564000,0
"NY","New York",47,11369000,1
"NY","New York",48,11316000,0
"NY","New York",49,13518000,1
"NY","New York",50,12095000,0
"NY","New York",51,11535000,0
"NY","New York",52,11862000,1
"NY","New York",53,14577000,1
"NY","New York",54,14136000,0
"NY","New York",55,12693000,0
"NY","New York",56,12196000,0
"NY","New York",57,15519000,1
"NY","New York",58,15739000,1
"NY","New York",59,13133000,0
"NY","New York",60,13273000,1
"NY","New York",61,17381000,1
"NY","New York",62,15905000,0
"NY","New York",63,14151000,0
"NY","New York",64,13191000,0
"NY","New York",65,18257000,1
"NY","New York",66,18097000,0
"NY","New York",67,14763000,0
"NY","New York",68,13168000,0
"NY","New York",69,15200000,1
"NY","New York",70,14119000,0
"NY","New York",71,13413000,0
"NY","New York",72,12932000,0
"NY","New York",73,17542000,1
"NY","New York",74,14315000,0
"NY","New York",75,14145000,0
"NY","New York",76,15328000,1
"NY","New York",77,20216000,1
"NY","New York",78,18728000,0
"NY","New York",79,16263000,0
"NY","New York",80,16030000,0
"NY","New York",81,20109000,1
"NY","New York",82,18477000,0
"NY","New York",83,16424000,0
"NY","New York",84,16569000,1
"NY","New York",85,21647000,1
"NY","New York",86,20972000,0
"NY","New York",87,16934000,0
"NY","New York",88,16446000,0
"NY","New York",89,22418000,1
"NY","New York",90,20568000,0
"NY","New York",91,17332000,0
"NY","New York",92,17354000,1
"NY","New York",93,23060000,1
"NY","New York",94,22466000,0
"NY","New York",95,19465000,0
"NY","New York",96,18074000,0
"NY","New York",97,22069000,1
"NY","New York",98,21707000,0
"NY","New York",99,18902000,0
"NY","New York",100,18268000,0
"NY","New York",101,22876000,1
"NY","New York",102,20624000,0
"NY","New York",103,19374000,0
"NY","New York",104,20747000,1
"NY","New York",105,26223000,1
"NY","New York",106,22123000,0
"NY","New York",107,19534000,0
"NY","New York",108,17810000,0
"NY","New York",109,24617000,1
"NY","New York",110,26062000,1
"NY","New York",111,20406000,0
"NY","New York",112,18865000,0
"NY","New York",113,25970000,1
"NY","New York",114,15644000,0
"NY","New York",115,27584000,1
"NY","New York",116,19242000,0
"NY","New York",117,27989000,1
"NY","New York",118,33218000,1
"NY","New York",119,24432000,0
"NC","North Carolina",9,2464000,
"NC","North Carolina",10,3099000,1
"NC","North Carolina",11,2638000,0
"NC","North Carolina",12,2704000,1
"NC","North Carolina",13,2785000,1
"NC","North Carolina",14,3025000,1
"NC","North Carolina",15,2840000,0
"NC","North Carolina",16,2819000,0
"NC","North Carolina",17,2894000,1
"NC","North Carolina",18,3448000,1
"NC","North Carolina",19,2947000,0
"NC","North Carolina",20,3065000,1
"NC","North Carolina",21,3060000,0
"NC","North Carolina",22,3710000,1
"NC","North Carolina",23,3044000,0
"NC","North Carolina",24,3359000,1
"NC","North Carolina",25,3183000,0
"NC","North Carolina",26,4048000,1
"NC","North Carolina",27,3541000,0
"NC","North Carolina",28,3463000,0
"NC","North Carolina",29,3468000,1
"NC","North Carolina",30,4259000,1
"NC","North Carolina",31,3614000,0
"NC","North Carolina",32,3644000,1
"NC","North Carolina",33,3695000,1
"NC","North Carolina",34,4352000,1
"NC","North Carolina",35,3674000,0
"NC","North Carolina",36,3749000,1
"NC","North Carolina",37,3638000,0
"NC","North Carolina",38,4612000,1
"NC","North Carolina",39,3711000,0
"NC","North Carolina",40,3806000,1
"NC","North Carolina",41,3731000,0
"NC","North Carolina",42,4288000,1
"NC","North Carolina",43,3980000,0
"NC","North Carolina",44,3920000,0
"NC","North Carolina",45,3668000,0
"NC","North Carolina",46,4281000,1
"NC","North Carolina",47,4089000,0
"NC","North Carolina",48,4211000,1
"NC","North Carolina",49,3884000,0
"NC","North Carolina",50,4652000,1
"NC","North Carolina",51,4317000,0
"NC","North Carolina",52,4490000,1
"NC","North Carolina",53,4165000,0
"NC","North Carolina",54,5665000,1
"NC","North Carolina",55,4636000,0
"NC","North Carolina",56,5033000,1
"NC","North Carolina",57,4662000,0
"NC","North Carolina",58,6272000,1
"NC","North Carolina",59,5127000,0
"NC","North Carolina",60,5425000,1
"NC","North Carolina",61,5136000,0
"NC","North Carolina",62,6923000,1
"NC","North Carolina",63,5367000,0
"NC","North Carolina",64,5448000,1
"NC","North Carolina",65,5079000,0
"NC","North Carolina",66,6886000,1
"NC","North Carolina",67,5190000,0
"NC","North Carolina",68,5236000,1
"NC","North Carolina",69,4691000,0
"NC","North Carolina",70,5380000,1
"NC","North Carolina",71,5017000,0
"NC","North Carolina",72,5756000,1
"NC","North Carolina",73,5037000,0
"NC","North Carolina",74,5670000,1
"NC","North Carolina",75,5374000,0
"NC","North Carolina",76,5577000,1
"NC","North Carolina",77,5172000,0
"NC","North Carolina",78,6247000,1
"NC","North Carolina",79,5530000,0
"NC","North Carolina",80,5552000,1
"NC","North Carolina",81,5218000,0
"NC","North Carolina",82,6382000,1
"NC","North Carolina",83,5692000,0
"NC","North Carolina",84,5807000,1
"NC","North Carolina",85,5341000,0
"NC","North Carolina",86,6899000,1
"NC","North Carolina",87,5882000,0
"NC","North Carolina",88,5906000,1
"NC","North Carolina",89,5185000,0
"NC","North Carolina",90,6392000,1
"NC","North Carolina",91,5595000,0
"NC","North Carolina",92,5761000,1
"NC","North Carolina",93,6004000,1
"NC","North Carolina",94,7552000,1
"NC","North Carolina",95,6093000,0
"NC","North Carolina",96,6061000,0
"NC","North Carolina",97,6191000,1
"NC","North Carolina",98,7752000,1
"NC","North Carolina",99,6333000,0
"NC","North Carolina",100,6371000,1
"NC","North Carolina",101,6410000,1
"NC","North Carolina",102,7637000,1
"NC","North Carolina",103,6323000,0
"NC","North Carolina",104,6495000,1
"NC","North Carolina",105,6952000,1
"NC","North Carolina",106,7973000,1
"NC","North Carolina",107,6637000,0
"NC","North Carolina",108,6751000,1
"NC","North Carolina",109,6732000,0
"NC","North Carolina",110,9083000,1
"NC","North Carolina",111,6895000,0
"NC","North Carolina",112,7014000,1
"NC","North Carolina",113,6925000,0
"NC","North Carolina",114,7338000,1
"NC","North Carolina",115,8473000,1
"NC","North Carolina",116,7377000,0
"NC","North Carolina",117,7721000,1
"NC","North Carolina",118,11038000,1
"NC","North Carolina",119,8289000,0
"ND","North Dakota",9,214000,
"ND","North Dakota",10,241000,1
"ND","North Dakota",11,232000,0
"ND","North Dakota",12,216000,0
"ND","North Dakota",13,267000,1
"ND","North Dakota",14,239000,0
"ND","North Dakota",15,203000,0
"ND","North Dakota",16,214000,1
"ND","North Dakota",17,223000,1
"ND","North Dakota",18,255000,1
"ND","North Dakota",19,234000,0
"ND","North Dakota",20,224000,0
"ND","North Dakota",21,231000,1
"ND","North Dakota",22,273000,1
"ND","North Dakota",23,233000,0
"ND","North Dakota",24,233000,1
"ND","North Dakota",25,240000,1
"ND","North Dakota",26,267000,1
"ND","North Dakota",27,241000,0
"ND","North Dakota",28,233000,0
"ND","North Dakota",29,238000,1
"ND","North Dakota",30,282000,1
"ND","North Dakota",31,245000,0
"ND","North Dakota",32,266000,1
"ND","North Dakota",33,274000,1
"ND","North Dakota",34,299000,1
"ND","North Dakota",35,275000,0
"ND","North Dakota",36,247000,0
"ND","North Dakota",37,306000,1
"ND","North Dakota",38,336000,1
"ND","North Dakota",39,256000,0
"ND","North Dakota",40,278000,1
"ND","North Dakota",41,282000,1
"ND","North Dakota",42,302000,1
"ND","North Dakota",43,292000,0
"ND","North Dakota",44,271000,0
"ND","North Dakota",45,319000,1
"ND","North Dakota",46,314000,0
"ND","North Dakota",47,289000,0
"ND","North Dakota",48,291000,1
"ND","North Dakota",49,314000,1
"ND","North Dakota",50,334000,1
"ND","North Dakota",51,314000,0
"ND","North Dakota",52,332000,1
"ND","North Dakota",53,353000,1
"ND","North Dakota",54,405000,1
"ND","North Dakota",55,360000,0
"ND","North Dakota",56,394000,1
"ND","North Dakota",57,405000,1
"ND","North Dakota",58,463000,1
"ND","North Dakota",59,423000,0
"ND","North Dakota",60,401000,0
"ND","North Dakota",61,431000,1
"ND","North Dakota",62,527000,1
"ND","North Dakota",63,465000,0
"ND","North Dakota",64,553000,1
"ND","North Dakota",65,563000,1
"ND","North Dakota",66,731000,1
"ND","North Dakota",67,677000,0
"ND","North Dakota",68,630000,0
"ND","North Dakota",69,495000,0
"ND","North Dakota",70,613000,1
"ND","North Dakota",71,548000,0
"ND","North Dakota",72,606000,1
"ND","North Dakota",73,657000,1
"ND","North Dakota",74,835000,1
"ND","North Dakota",75,711000,0
"ND","North Dakota",76,859000,1
"ND","North Dakota",77,959000,1
"ND","North Dakota",78,1294000,1
"ND","North Dakota",79,1054000,0
"ND","North Dakota",80,1282000,1
"ND","North Dakota",81,1060000,0
"ND","North Dakota",82,1245000,1
"ND","North Dakota",83,1142000,0
"ND","North Dakota",84,1004000,0
"ND","North Dakota",85,1561000,1
"ND","North Dakota",86,1593000,1
"ND","North Dakota",87,1482000,0
"ND","North Dakota",88,1491000,1
"ND","North Dakota",89,1423000,0
"ND","North Dakota",90,1724000,1
"ND","North Dakota",91,1695000,0
"ND","North Dakota",92,1560000,0
"ND","North Dakota",93,1274000,0
"ND","North Dakota",94,1340000,1
"ND","North Dakota",95,1156000,0
"ND","North Dakota",96,1018000,0
"ND","North Dakota",97,892000,0
"ND","North Dakota",98,903000,1
"ND","North Dakota",99,919000,1
"ND","North Dakota",100,868000,0
"ND","North Dakota",101,930000,1
"ND","North Dakota",102,996000,1
"ND","North Dakota",103,945000,0
"ND","North Dakota",104,1040000,1
"ND","North Dakota",105,1152000,1
"ND","North Dakota",106,1319000,1
"ND","North Dakota",107,1296000,0
"ND","North Dakota",108,1272000,0
"ND","North Dakota",109,1057000,0
"ND","North Dakota",110,1336000,1
"ND","North Dakota",111,1269000,0
"ND","North Dakota",112,1205000,0
"ND","North Dakota",113,1199000,0
"ND","North Dakota",114,663000,0
"ND","North Dakota",115,969000,1
"ND","North Dakota",116,852000,0
"ND","North Dakota",117,992000,1
"ND","North Dakota",118,1267000,1
"ND","North Dakota",119,1297000,1
"OH","Ohio",9,3780000,
"OH","Ohio",10,4170000,1
"OH","Ohio",11,2959000,0
"OH","Ohio",12,3391000,1
"OH","Ohio",13,3780000,1
"OH","Ohio",14,4170000,1
"OH","Ohio",15,2959000,0
"OH","Ohio",16,3506000,1
"OH","Ohio",17,4261000,1
"OH","Ohio",18,4682000,1
"OH","Ohio",19,3550000,0
"OH","Ohio",20,3652000,1
"OH","Ohio",21,4502000,1
"OH","Ohio",22,4716000,1
"OH","Ohio",23,3687000,0
"OH","Ohio",24,3964000,1
"OH","Ohio",25,4770000,1
"OH","Ohio",26,5320000,1
"OH","Ohio",27,4147000,0
"OH","Ohio",28,4219000,1
"OH","Ohio",29,5244000,1
"OH","Ohio",30,5962000,1
"OH","Ohio",31,4074000,0
"OH","Ohio",32,4176000,1
"OH","Ohio",33,5758000,1
"OH","Ohio",34,6500000,1
"OH","Ohio",35,4460000,0
"OH","Ohio",36,4488000,1
"OH","Ohio",37,4846000,1
"OH","Ohio",38,6002000,1
"OH","Ohio",39,4501000,0
"OH","Ohio",40,4583000,1
"OH","Ohio",41,4841000,1
"OH","Ohio",42,6205000,1
"OH","Ohio",43,4899000,0
"OH","Ohio",44,4844000,0
"OH","Ohio",45,5095000,1
"OH","Ohio",46,5814000,1
"OH","Ohio",47,5299000,0
"OH","Ohio",48,4791000,0
"OH","Ohio",49,5688000,1
"OH","Ohio",50,6671000,1
"OH","Ohio",51,5800000,0
"OH","Ohio",52,5809000,1
"OH","Ohio",53,5797000,0
"OH","Ohio",54,5894000,1
"OH","Ohio",55,5921000,1
"OH","Ohio",56,5810000,0
"OH","Ohio",57,5760000,0
"OH","Ohio",58,7025000,1
"OH","Ohio",59,5756000,0
"OH","Ohio",60,5948000,1
"OH","Ohio",61,5947000,0
"OH","Ohio",62,7494000,1
"OH","Ohio",63,6275000,0
"OH","Ohio",64,6269000,0
"OH","Ohio",65,7064000,1
"OH","Ohio",66,7992000,1
"OH","Ohio",67,5995000,0
"OH","Ohio",68,6023000,1
"OH","Ohio",69,5639000,0
"OH","Ohio",70,6350000,1
"OH","Ohio",71,5450000,0
"OH","Ohio",72,5933000,1
"OH","Ohio",73,5338000,0
"OH","Ohio",74,6707000,1
"OH","Ohio",75,5812000,0
"OH","Ohio",76,5843000,1
"OH","Ohio",77,6424000,1
"OH","Ohio",78,7164000,1
"OH","Ohio",79,5889000,0
"OH","Ohio",80,6311000,1
"OH","Ohio",81,6179000,0
"OH","Ohio",82,7495000,1
"OH","Ohio",83,5975000,0
"OH","Ohio",84,6430000,1
"OH","Ohio",85,6472000,1
"OH","Ohio",86,8365000,1
"OH","Ohio",87,6446000,0
"OH","Ohio",88,6520000,1
"OH","Ohio",89,6602000,1
"OH","Ohio",90,7452000,1
"OH","Ohio",91,6583000,0
"OH","Ohio",92,6819000,1
"OH","Ohio",93,6545000,0
"OH","Ohio",94,8350000,1
"OH","Ohio",95,7011000,0
"OH","Ohio",96,7081000,1
"OH","Ohio",97,6495000,0
"OH","Ohio",98,8108000,1
"OH","Ohio",99,6832000,0
"OH","Ohio",100,7223000,1
"OH","Ohio",101,6932000,0
"OH","Ohio",102,8420000,1
"OH","Ohio",103,6903000,0
"OH","Ohio",104,7205000,1
"OH","Ohio",105,6838000,0
"OH","Ohio",106,7967000,1
"OH","Ohio",107,7140000,0
"OH","Ohio",108,7852000,1
"OH","Ohio",109,7097000,0
"OH","Ohio",110,8615000,1
"OH","Ohio",111,7710000,0
"OH","Ohio",112,7970000,1
"OH","Ohio",113,7515000,0
"OH","Ohio",114,7386000,0
"OH","Ohio",115,8522000,1
"OH","Ohio",116,8372000,0
"OH","Ohio",117,8060000,0
"OH","Ohio",118,9920000,1
"OH","Ohio",119,8603000,0
"OK","Oklahoma",9,1039000,
"OK","Oklahoma",10,1143000,1
"OK","Oklahoma",11,1087000,0
"OK","Oklahoma",12,1001000,0
"OK","Oklahoma",13,1083000,1
"OK","Oklahoma",14,1204000,1
"OK","Oklahoma",15,1140000,0
"OK","Oklahoma",16,1129000,0
"OK","Oklahoma",17,1117000,0
"OK","Oklahoma",18,1326000,1
"OK","Oklahoma",19,1240000,0
"OK","Oklahoma",20,1160000,0
"OK","Oklahoma",21,1117000,0
"OK","Oklahoma",22,1397000,1
"OK","Oklahoma",23,1291000,0
"OK","Oklahoma",24,1238000,0
"OK","Oklahoma",25,1215000,0
"OK","Oklahoma",26,1557000,1
"OK","Oklahoma",27,1291000,0
"OK","Oklahoma",28,1238000,0
"OK","Oklahoma",29,1215000,0
"OK","Oklahoma",30,1553000,1
"OK","Oklahoma",31,1409000,0
"OK","Oklahoma",32,1259000,0
"OK","Oklahoma",33,1355000,1
"OK","Oklahoma",34,1664000,1
"OK","Oklahoma",35,1537000,0
"OK","Oklahoma",36,1430000,0
"OK","Oklahoma",37,1473000,1
"OK","Oklahoma",38,1809000,1
"OK","Oklahoma",39,1547000,0
"OK","Oklahoma",40,1385000,0
"OK","Oklahoma",41,1354000,0
"OK","Oklahoma",42,1685000,1
"OK","Oklahoma",43,1466000,0
"OK","Oklahoma",44,1396000,0
"OK","Oklahoma",45,1298000,0
"OK","Oklahoma",46,1687000,1
"OK","Oklahoma",47,1634000,0
"OK","Oklahoma",48,1504000,0
"OK","Oklahoma",49,1477000,0
"OK","Oklahoma",50,1756000,1
"OK","Oklahoma",51,1681000,0
"OK","Oklahoma",52,1639000,0
"OK","Oklahoma",53,1574000,0
"OK","Oklahoma",54,1953000,1
"OK","Oklahoma",55,1887000,0
"OK","Oklahoma",56,1876000,0
"OK","Oklahoma",57,1829000,0
"OK","Oklahoma",58,2262000,1
"OK","Oklahoma",59,2041000,0
"OK","Oklahoma",60,1935000,0
"OK","Oklahoma",61,1906000,0
"OK","Oklahoma",62,2279000,1
"OK","Oklahoma",63,2115000,0
"OK","Oklahoma",64,1976000,0
"OK","Oklahoma",65,1875000,0
"OK","Oklahoma",66,2431000,1
"OK","Oklahoma",67,2362000,0
"OK","Oklahoma",68,2146000,0
"OK","Oklahoma",69,1638000,0
"OK","Oklahoma",70,1902000,1
"OK","Oklahoma",71,1757000,0
"OK","Oklahoma",72,1699000,0
"OK","Oklahoma",73,1588000,0
"OK","Oklahoma",74,1980000,1
"OK","Oklahoma",75,1900000,0
